property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1680.0,3,3,7738.0,1.3
flat,Super built-up  Area,Ready To Move,other,3,3500.0,4,2,14286.0,5.0
flat,Super built-up  Area,18-Jul,Sarjapur  Road,3,1700.0,3,2,5529.0,0.94
house,Plot  Area,Ready To Move,other,4,2200.0,2,0,6818.0,1.5
flat,Super built-up  Area,Ready To Move,Thanisandra,3,1595.0,3,1,6583.0,1.05
house,Plot  Area,Ready To Move,other,3,1092.0,3,1,8700.0,0.95
flat,Super built-up  Area,19-Sep,Koramangala,3,1866.0,4,2,13130.0,2.45
flat,Super built-up  Area,Ready To Move,Hebbal,3,3895.0,3,2,10013.0,3.9
flat,Super built-up  Area,Ready To Move,Banashankari,3,1683.0,3,2,6833.0,1.15
flat,Super built-up  Area,Ready To Move,Dasanapura,2,545.0,2,1,4037.0,0.22
flat,Super built-up  Area,Ready To Move,Banaswadi,2,1340.0,2,2,5448.0,0.73
flat,Built-up  Area,21-Dec,other,3,1100.0,3,2,4818.0,0.53
house,Plot  Area,Ready To Move,Akshaya Nagar,1,2000.0,1,0,10000.0,2.0
flat,Super built-up  Area,Ready To Move,Whitefield,2,1185.0,2,2,4726.0,0.56
flat,Super built-up  Area,Ready To Move,Haralur Road,3,1730.0,3,1,5491.0,0.95
flat,Super built-up  Area,19-Sep,Hennur Road,3,1450.0,3,1,6138.0,0.89
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1862.0,4,1,5908.0,1.1
house,Plot  Area,Ready To Move,Sarjapur  Road,4,4000.0,5,1,14450.0,5.78
flat,Built-up  Area,Ready To Move,Old Madras Road,3,2430.0,5,2,7407.0,1.8
flat,Super built-up  Area,20-Sep,Hoodi,1,863.0,1,0,4751.0,0.41
flat,Super built-up  Area,Ready To Move,other,2,1170.0,2,3,4274.0,0.5
flat,Super built-up  Area,Ready To Move,other,2,1075.0,2,2,4651.0,0.5
flat,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,1060.0,2,1,3208.0,0.34
flat,Super built-up  Area,17-Jun,Sarjapur,2,850.0,2,2,3765.0,0.32
flat,Super built-up  Area,Ready To Move,other,2,935.0,2,1,4920.0,0.46
flat,Built-up  Area,Ready To Move,other,6,2000.0,6,3,15000.0,3.0
house,Plot  Area,Ready To Move,9th Phase JP Nagar,6,600.0,6,2,12500.0,0.75
flat,Built-up  Area,Ready To Move,Chikkabanavar,4,1500.0,4,1,7000.0,1.05
flat,Built-up  Area,Ready To Move,Bannerghatta Road,3,1725.0,3,3,4928.0,0.85
flat,Super built-up  Area,Ready To Move,other,2,1120.0,2,3,3214.0,0.36
flat,Super built-up  Area,Ready To Move,Brookefield,3,1750.0,2,2,4286.0,0.75
flat,Super built-up  Area,18-Jul,7th Phase JP Nagar,3,2000.0,3,2,3850.0,0.77
flat,Built-up  Area,Ready To Move,Koramangala,3,1745.0,3,3,5616.0,0.98
house,Plot  Area,Ready To Move,other,5,750.0,3,1,12667.0,0.95
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1270.0,2,2,4331.0,0.55
flat,Super built-up  Area,Ready To Move,Iblur Village,5,5384.0,5,3,7801.0,4.2
flat,Super built-up  Area,Ready To Move,Sahakara Nagar,2,1180.0,2,2,6102.0,0.72
flat,Built-up  Area,Ready To Move,other,2,1130.0,2,1,6637.0,0.75
flat,Super built-up  Area,Ready To Move,Ardendale,3,1723.0,3,2,5514.0,0.95
flat,Built-up  Area,Ready To Move,Mysore Road,2,1175.0,2,2,5957.0,0.7
flat,Super built-up  Area,Ready To Move,Ambalipura,3,1607.0,2,2,6970.0,1.12
flat,Built-up  Area,18-May,other,2,1334.0,2,1,4648.0,0.62
flat,Built-up  Area,Ready To Move,Vishwapriya Layout,5,2800.0,5,3,4643.0,1.3
flat,Super built-up  Area,19-Dec,Bannerghatta,2,1113.0,2,1,6289.0,0.7
flat,Built-up  Area,Ready To Move,9th Phase JP Nagar,3,1300.0,2,2,4462.0,0.58
flat,Built-up  Area,Ready To Move,Sahakara Nagar,2,1200.0,2,2,5000.0,0.6
flat,Super built-up  Area,Ready To Move,other,3,1900.0,3,2,10000.0,1.9
flat,Super built-up  Area,Ready To Move,Jakkur,4,5150.0,4,3,10854.0,5.59
house,Plot  Area,Ready To Move,Begur Road,5,1100.0,5,1,15000.0,1.65
flat,Super built-up  Area,18-May,Panathur,2,1398.0,2,1,6938.0,0.97
house,Plot  Area,Ready To Move,Margondanahalli,2,1152.0,1,0,5729.0,0.66
flat,Super built-up  Area,Ready To Move,Nagavara,2,1110.0,2,2,4054.0,0.45
flat,Built-up  Area,Ready To Move, Devarachikkanahalli,2,1116.0,2,1,4211.0,0.47
flat,Super built-up  Area,Ready To Move,Babusapalaya,2,1061.0,2,1,3205.0,0.34
flat,Super built-up  Area,Ready To Move,Malleshwaram,1,620.0,1,1,14032.0,0.87
flat,Built-up  Area,Ready To Move,Yelahanka,2,1270.0,2,2,4488.0,0.57
flat,Super built-up  Area,18-Apr,other,2,966.0,2,2,5176.0,0.5
house,Plot  Area,Ready To Move,other,4,1200.0,4,1,9167.0,1.1
house,Plot  Area,Ready To Move,Kodigehalli,4,1320.0,4,3,18864.0,2.49
flat,Super built-up  Area,Ready To Move,Iblur Village,4,3596.0,5,1,8259.0,2.97
flat,Super built-up  Area,18-May,other,3,1630.0,3,2,8037.0,1.31
flat,Super built-up  Area,Ready To Move,other,5,600.0,6,3,12000.0,0.72
house,Plot  Area,Ready To Move,other,4,600.0,4,2,10000.0,0.6
flat,Super built-up  Area,Ready To Move,Amruthahalli,2,1202.0,2,1,5408.0,0.65
house,Plot  Area,Ready To Move,other,4,1200.0,4,2,20833.0,2.5
flat,Built-up  Area,Ready To Move,Jakkur,2,1300.0,2,2,6154.0,0.8
house,Plot  Area,Ready To Move,Uttarahalli,6,1200.0,6,2,27500.0,3.3
flat,Super built-up  Area,Ready To Move,Electronic City,3,1360.0,2,1,5147.0,0.7
flat,Super built-up  Area,Ready To Move,Hennur Road,2,1155.0,2,1,5974.0,0.69
flat,Super built-up  Area,Ready To Move,Hosakerehalli,3,2378.0,3,1,13036.0,3.1
flat,Super built-up  Area,Ready To Move,Hulimavu,2,1011.0,2,2,3759.0,0.38
flat,Built-up  Area,Ready To Move,HSR Layout,2,1203.0,2,2,5985.0,0.72
flat,Super built-up  Area,19-Dec,Hebbal,3,1645.0,3,2,6869.0,1.13
flat,Super built-up  Area,Ready To Move,Horamavu Agara,3,1364.0,2,3,3666.0,0.5
flat,Built-up  Area,Ready To Move,other,1,1050.0,2,2,3905.0,0.41
flat,Super built-up  Area,Ready To Move,Kothanur,3,1365.0,3,3,4835.0,0.66
flat,Super built-up  Area,Ready To Move,Jigani,3,1252.0,3,3,5591.0,0.7
flat,Built-up  Area,Ready To Move,Panathur,2,1065.0,2,1,5446.0,0.58
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1270.0,2,1,4331.0,0.55
flat,Built-up  Area,Ready To Move,Sahakara Nagar,2,1032.0,2,2,4360.0,0.45
flat,Super built-up  Area,Ready To Move,Frazer Town,4,2900.0,4,2,11207.0,3.25
flat,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3,1515.0,2,3,4554.0,0.69
flat,Super built-up  Area,Ready To Move,other,2,1427.0,2,2,3644.0,0.52
flat,Super built-up  Area,Ready To Move,Magadi Road,2,940.0,2,2,5319.0,0.5
house,Plot  Area,18-Mar,other,5,800.0,5,1,11875.0,0.95
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,3,1460.0,2,2,5479.0,0.8
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,2275.0,4,2,7692.0,1.75
flat,Super built-up  Area,21-Sep,9th Phase JP Nagar,3,1522.0,3,2,5913.0,0.9
house,Plot  Area,19-Jan,other,3,3210.0,4,2,11838.0,3.8
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1185.0,2,2,3629.0,0.43
flat,Super built-up  Area,Ready To Move,other,13,5425.0,13,0,5069.0,2.75
flat,Built-up  Area,Ready To Move,Banashankari,3,1800.0,3,2,6944.0,1.25
flat,Super built-up  Area,17-May,Electronics City Phase 1,2,940.0,2,1,4681.0,0.44
house,Plot  Area,Ready To Move,other,4,1200.0,4,2,11250.0,1.35
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1530.0,3,2,4641.0,0.71
flat,Built-up  Area,Ready To Move,other,2,1050.0,2,1,4571.0,0.48
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2,2,5274.0,0.49
flat,Built-up  Area,Ready To Move,Banjara Layout,4,3750.0,5,3,3867.0,1.45
flat,Super built-up  Area,Ready To Move,Whitefield,3,1530.0,3,3,4902.0,0.75
house,Plot  Area,Ready To Move,other,2,900.0,2,1,5333.0,0.48
flat,Super built-up  Area,Ready To Move,Vasanthapura,2,978.0,2,1,3476.0,0.34
flat,Built-up  Area,Ready To Move,other,4,4041.0,4,2,8537.0,3.45
flat,Super built-up  Area,Ready To Move,Ambalipura,1,770.0,1,2,5714.0,0.44
flat,Built-up  Area,Ready To Move,Kaval Byrasandra,2,1066.0,2,3,5159.0,0.55
flat,Super built-up  Area,Ready To Move,Electronic City,1,635.0,1,0,4409.0,0.28
flat,Super built-up  Area,Ready To Move,Whitefield,2,1015.0,2,1,4433.0,0.45
flat,Built-up  Area,Ready To Move,Hebbal,2,1175.0,2,0,4596.0,0.54
house,Plot  Area,Ready To Move,Chikkabanavar,4,1200.0,4,2,10833.0,1.3
flat,Super built-up  Area,18-May,Vidyaranyapura,2,1188.0,2,1,4209.0,0.5
house,Plot  Area,Ready To Move,Indira Nagar,5,2400.0,5,2,29167.0,7.0
flat,Super built-up  Area,19-Oct,other,1,620.0,1,1,4032.0,0.25
flat,Built-up  Area,Ready To Move,other,2,1210.0,2,0,6198.0,0.75
house,Plot  Area,18-Apr,Attibele,3,1000.0,3,1,9000.0,0.9
house,Plot  Area,Ready To Move,Electronic City,4,1800.0,3,2,10556.0,1.9
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1185.0,2,2,3713.0,0.44
flat,Built-up  Area,Ready To Move,Basavangudi,3,1600.0,3,3,8125.0,1.3
flat,Super built-up  Area,Ready To Move,Gottigere,2,1100.0,2,1,2545.0,0.28
flat,Super built-up  Area,Ready To Move,Yelahanka,2,1300.0,2,2,5308.0,0.69
flat,Super built-up  Area,Ready To Move,Kasavanhalli,2,1100.0,2,1,6182.0,0.68
flat,Super built-up  Area,19-Apr,Ambalipura,2,860.0,2,1,3372.0,0.29
flat,Super built-up  Area,18-Jun,Panathur,2,1007.0,2,1,6356.0,0.64
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1100.0,2,2,4364.0,0.48
flat,Super built-up  Area,Ready To Move,Whitefield,2,1187.0,2,1,3201.0,0.38
flat,Super built-up  Area,Ready To Move,R.T. Nagar,2,1150.0,2,2,6261.0,0.72
flat,Super built-up  Area,Ready To Move,Nagavara,3,2400.0,3,2,10500.0,2.52
flat,Super built-up  Area,18-Apr,other,2,1180.0,2,3,3559.0,0.42
flat,Super built-up  Area,Ready To Move,Budigere,3,1820.0,3,2,4670.0,0.85
house,Plot  Area,Ready To Move,other,6,1200.0,6,3,15000.0,1.8
house,Plot  Area,Ready To Move,other,3,2400.0,6,2,32292.0,7.75
flat,Super built-up  Area,Ready To Move,KR Puram,4,3628.0,4,1,6781.0,2.46
flat,Built-up  Area,Ready To Move,other,3,1430.0,3,2,4895.0,0.7
flat,Super built-up  Area,21-Jan,Kanakpura Road,2,700.0,2,1,5714.0,0.4
house,Plot  Area,Ready To Move,other,2,1200.0,1,0,5833.0,0.7
flat,Super built-up  Area,20-Dec,Old Madras Road,2,1165.0,2,1,3519.0,0.41
flat,Super built-up  Area,Ready To Move,Jalahalli,3,1569.0,3,2,7521.0,1.18
flat,Super built-up  Area,Ready To Move,other,3,1950.0,4,3,4872.0,0.95
house,Plot  Area,Ready To Move,other,2,1200.0,3,1,5833.0,0.7
flat,Super built-up  Area,Ready To Move,Yelahanka New Town,3,2437.0,3,2,5129.0,1.25
flat,Super built-up  Area,Ready To Move,Marathahalli,2,950.0,2,2,4947.0,0.47
flat,Built-up  Area,18-Jul,Bellandur,3,1685.0,3,3,6825.0,1.15
flat,Super built-up  Area,Ready To Move,Green Glen Layout,4,3270.0,4,3,6269.0,2.05
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1314.0,2,2,8371.0,1.1
flat,Super built-up  Area,18-May,other,3,1250.0,3,2,3200.0,0.4
flat,Built-up  Area,Ready To Move,other,2,1130.0,2,2,6018.0,0.68
house,Plot  Area,Ready To Move,other,6,1200.0,9,3,10167.0,1.22
house,Plot  Area,Ready To Move,Sultan Palaya,6,890.0,5,2,17978.0,1.6
house,Plot  Area,Ready To Move,other,3,857.0,3,2,11085.0,0.95
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1550.0,3,2,5484.0,0.85
flat,Super built-up  Area,Ready To Move,Hoodi,3,1715.0,2,2,5831.0,1.0
flat,Super built-up  Area,Ready To Move,Hennur Road,2,1053.0,2,1,5033.0,0.53
house,Plot  Area,Ready To Move,Begur Road,3,1200.0,3,0,4167.0,0.5
house,Plot  Area,Ready To Move,HBR Layout,3,1800.0,2,1,12778.0,2.3
flat,Built-up  Area,Ready To Move,Chikkabanavar,5,2400.0,4,0,4042.0,0.97
flat,Super built-up  Area,Ready To Move,other,2,1245.0,1,3,4819.0,0.6
house,Plot  Area,Ready To Move,Whitefield,4,3940.0,5,3,6726.0,2.65
flat,Built-up  Area,Ready To Move,Thanisandra,3,1241.0,2,1,5238.0,0.65
flat,Built-up  Area,Ready To Move,7th Phase JP Nagar,3,2980.0,4,2,8725.0,2.6
house,Plot  Area,Ready To Move,other,6,600.0,5,3,21667.0,1.3
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1090.0,2,2,5229.0,0.57
flat,Super built-up  Area,Ready To Move,other,3,1390.0,2,1,3597.0,0.5
house,Plot  Area,Ready To Move,other,8,600.0,4,3,29167.0,1.75
flat,Super built-up  Area,Ready To Move,other,3,2750.0,5,2,10000.0,2.75
flat,Super built-up  Area,21-Dec,Kanakpura Road,3,1100.0,2,1,4818.0,0.53
flat,Built-up  Area,Ready To Move,Koramangala,2,1350.0,2,2,7630.0,1.03
flat,Built-up  Area,Ready To Move,other,2,800.0,2,2,6875.0,0.55
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1787.0,3,2,6491.0,1.16
flat,Built-up  Area,Ready To Move,BTM Layout,3,2400.0,3,2,9167.0,2.2
flat,Super built-up  Area,Ready To Move,Haralur Road,4,3700.0,4,2,8784.0,3.25
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1691.0,3,2,5500.0,0.93
house,Plot  Area,Ready To Move,Thyagaraja Nagar,5,570.0,5,0,14035.0,0.8
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,3,1896.0,3,2,5380.0,1.02
flat,Super built-up  Area,17-Oct,Banashankari Stage V,3,1540.0,3,2,3182.0,0.49
flat,Super built-up  Area,Ready To Move,other,2,1244.0,2,2,7637.0,0.95
flat,Super built-up  Area,Ready To Move,Hormavu,3,1365.0,2,2,4762.0,0.65
flat,Super built-up  Area,18-May,Thanisandra,1,580.0,1,1,4828.0,0.28
house,Plot  Area,Ready To Move,other,3,1500.0,4,2,12000.0,1.8
flat,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2,1513.0,2,3,4098.0,0.62
flat,Super built-up  Area,Ready To Move,Banashankari,2,1175.0,2,1,3489.0,0.41
flat,Super built-up  Area,17-Jan,Thanisandra,3,2087.0,4,2,6660.0,1.39
flat,Super built-up  Area,21-Dec,Talaghattapura,3,2273.0,3,2,6379.0,1.45
flat,Super built-up  Area,19-May,Thanisandra,3,2050.0,3,2,7317.0,1.5
flat,Built-up  Area,Ready To Move,other,2,1200.0,2,1,6250.0,0.75
flat,Super built-up  Area,Ready To Move,Whitefield,2,1190.0,2,3,4958.0,0.59
flat,Super built-up  Area,Ready To Move,Kodigehalli,4,600.0,3,2,14167.0,0.85
flat,Super built-up  Area,18-Apr,Marathahalli,2,1019.0,2,2,4907.0,0.5
flat,Super built-up  Area,Ready To Move,Thigalarapalya,3,1830.0,3,2,7268.0,1.33
house,Plot  Area,Ready To Move,Channasandra,7,4278.0,7,1,6989.0,2.99
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,2,1028.0,2,1,5447.0,0.56
flat,Built-up  Area,Ready To Move,Old Madras Road,2,1300.0,2,2,7692.0,1.0
flat,Super built-up  Area,Ready To Move,Whitefield,2,1160.0,2,1,5776.0,0.67
flat,Super built-up  Area,Ready To Move,Mahadevpura,3,1505.0,3,2,5183.0,0.78
house,Plot  Area,Ready To Move,other,1,400.0,2,1,12500.0,0.5
flat,Super built-up  Area,Ready To Move,Sarjapur,2,1175.0,2,1,3574.0,0.42
flat,Super built-up  Area,Ready To Move,other,2,1100.0,2,2,5273.0,0.58
flat,Super built-up  Area,Ready To Move,other,3,2159.0,3,2,5558.0,1.2
flat,Super built-up  Area,18-May,Devanahalli,2,1230.0,2,1,4553.0,0.56
house,Plot  Area,Ready To Move,other,3,1200.0,4,2,15000.0,1.8
flat,Built-up  Area,Ready To Move,other,5,3100.0,6,1,5323.0,1.65
flat,Super built-up  Area,18-Jun,Old Madras Road,5,5020.0,7,0,5717.0,2.87
flat,Built-up  Area,Ready To Move,other,1,1200.0,1,0,4000.0,0.48
flat,Super built-up  Area,Ready To Move,other,2,1340.0,2,1,5299.0,0.71
flat,Super built-up  Area,Ready To Move,Banashankari,3,1750.0,2,2,5086.0,0.89
flat,Super built-up  Area,Ready To Move,Banashankari Stage II,2,1400.0,2,1,7143.0,1.0
flat,Built-up  Area,Ready To Move,Nagarbhavi,3,1350.0,3,0,4444.0,0.6
flat,Super built-up  Area,Ready To Move,other,3,1675.0,3,3,3701.0,0.62
flat,Super built-up  Area,21-Dec,Thanisandra,2,1340.0,2,1,4925.0,0.66
flat,Built-up  Area,Ready To Move,Malleshwaram,2,600.0,1,0,11333.0,0.68
flat,Super built-up  Area,Ready To Move,Hulimavu,2,1276.0,2,2,5956.0,0.76
flat,Super built-up  Area,Ready To Move,Ramagondanahalli,3,1738.0,2,3,4373.0,0.76
flat,Super built-up  Area,Ready To Move,other,2,1190.0,2,2,5042.0,0.6
flat,Super built-up  Area,18-Apr,Electronic City,2,1128.0,2,1,5762.0,0.65
flat,Super built-up  Area,Ready To Move,other,2,1250.0,2,1,4400.0,0.55
flat,Built-up  Area,Ready To Move,other,2,1450.0,2,2,6207.0,0.9
flat,Super built-up  Area,Ready To Move,Kudlu,2,1084.0,2,1,4889.0,0.53
flat,Built-up  Area,Ready To Move,Kaggadasapura,4,2150.0,4,2,4186.0,0.9
flat,Built-up  Area,Ready To Move,Koramangala,4,6000.0,4,0,10417.0,6.25
house,Plot  Area,Ready To Move,Nagarbhavi,4,600.0,3,0,12833.0,0.77
flat,Super built-up  Area,Ready To Move,Hosur Road,2,1250.0,2,2,5200.0,0.65
house,Plot  Area,Ready To Move,Seegehalli,3,2400.0,4,1,10000.0,2.4
flat,Super built-up  Area,Ready To Move,Begur,3,1304.0,3,0,4985.0,0.65
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,1640.0,3,2,16341.0,2.68
flat,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,980.0,2,1,7857.0,0.77
flat,Super built-up  Area,Ready To Move,other,2,1275.0,2,2,3922.0,0.5
house,Plot  Area,Ready To Move,other,1,10030.0,1,1,1496.0,1.5
house,Plot  Area,Ready To Move,Banjara Layout,3,2500.0,4,0,5600.0,1.4
flat,Built-up  Area,Ready To Move,other,4,3600.0,4,0,6250.0,2.25
house,Plot  Area,Ready To Move,Anekal,3,2400.0,4,0,3958.0,0.95
flat,Super built-up  Area,Ready To Move,other,3,2300.0,3,2,12174.0,2.8
flat,Super built-up  Area,18-May,Kanakpura Road,3,1450.0,2,2,4828.0,0.7
flat,Super built-up  Area,Ready To Move,Electronic City,2,890.0,2,1,4494.0,0.4
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,2,1340.0,2,3,6343.0,0.85
flat,Super built-up  Area,Ready To Move,Vidyaranyapura,3,1100.0,2,1,6818.0,0.75
flat,Super built-up  Area,Ready To Move,Kengeri,2,750.0,2,1,5333.0,0.4
house,Plot  Area,Ready To Move,Basaveshwara Nagar,4,700.0,4,2,17857.0,1.25
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1300.0,2,2,5077.0,0.66
flat,Super built-up  Area,21-Dec,HRBR Layout,2,1301.0,2,1,9224.0,1.2
flat,Built-up  Area,Ready To Move,other,9,3200.0,8,1,4062.0,1.3
flat,Super built-up  Area,19-Jul,Kanakpura Road,2,1299.0,2,1,8083.0,1.05
flat,Super built-up  Area,18-May,other,3,1250.0,3,3,3200.0,0.4
house,Plot  Area,Ready To Move,Whitefield,4,1600.0,4,2,18750.0,3.0
flat,Super built-up  Area,Ready To Move,Kalkere,2,925.0,2,1,5946.0,0.55
house,Plot  Area,Ready To Move,other,3,3900.0,3,3,6410.0,2.5
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1107.0,2,1,4065.0,0.45
house,Plot  Area,Ready To Move,other,2,1400.0,2,2,11429.0,1.6
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1300.0,2,1,5154.0,0.67
flat,Built-up  Area,Ready To Move,Yeshwanthpur,2,570.0,2,1,10877.0,0.62
flat,Super built-up  Area,Ready To Move,other,3,1715.0,3,2,5539.0,0.95
flat,Built-up  Area,Ready To Move,Uttarahalli,2,1200.0,2,1,4583.0,0.55
house,Plot  Area,Ready To Move,other,6,1200.0,5,1,23333.0,2.8
flat,Super built-up  Area,Ready To Move,other,2,703.0,2,1,8535.0,0.6
flat,Super built-up  Area,18-Sep,Talaghattapura,2,921.0,2,2,3149.0,0.29
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1144.0,2,2,5682.0,0.65
flat,Super built-up  Area,21-Jan,Kanakpura Road,1,525.0,1,1,4952.0,0.26
flat,Super built-up  Area,Ready To Move,other,3,1400.0,2,2,4000.0,0.56
flat,Super built-up  Area,18-Jun,Balagere,1,661.0,1,1,4992.0,0.33
house,Plot  Area,Ready To Move,other,6,1200.0,6,2,13333.0,1.6
flat,Built-up  Area,Ready To Move,Kengeri Satellite Town,5,1200.0,5,2,5833.0,0.7
flat,Super built-up  Area,Ready To Move,Yelahanka,3,1705.0,3,1,5337.0,0.91
house,Plot  Area,Ready To Move,other,5,1035.0,5,1,16425.0,1.7
flat,Super built-up  Area,Ready To Move,Kadugodi,3,1430.0,2,0,3846.0,0.55
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1240.0,2,2,4435.0,0.55
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1000.0,2,3,2800.0,0.28
house,Plot  Area,Ready To Move,other,4,740.0,2,1,3243.0,0.24
flat,Super built-up  Area,Ready To Move,Uttarahalli,3,1330.0,2,2,3459.0,0.46
flat,Super built-up  Area,Ready To Move,Shivaji Nagar,3,1300.0,3,2,13077.0,1.7
flat,Built-up  Area,Ready To Move,Kengeri Satellite Town,4,936.0,2,1,6517.0,0.61
flat,Super built-up  Area,18-Apr,Banashankari Stage III,3,1500.0,2,2,6667.0,1.0
house,Plot  Area,Ready To Move,Kodigehalli,3,1200.0,4,1,13000.0,1.56
flat,Built-up  Area,Ready To Move,Cox Town,2,1073.0,2,2,6710.0,0.72
flat,Built-up  Area,Ready To Move,Kudlu,2,1300.0,2,2,4308.0,0.56
house,Plot  Area,18-May,Sarjapur,4,4201.0,4,3,10355.0,4.35
flat,Super built-up  Area,18-Apr,Whitefield,2,1216.0,2,1,5510.0,0.67
flat,Built-up  Area,Ready To Move,Jigani,3,1252.0,3,2,4712.0,0.59
flat,Super built-up  Area,19-Aug,Hormavu,2,1196.0,2,1,3763.0,0.45
flat,Built-up  Area,Ready To Move,Kudlu,2,1027.0,2,2,4284.0,0.44
house,Plot  Area,Ready To Move,Padmanabhanagar,3,610.0,2,1,12295.0,0.75
flat,Super built-up  Area,Ready To Move,other,3,1270.0,2,2,4488.0,0.57
flat,Super built-up  Area,16-Nov,Mico Layout,2,1171.0,2,2,3330.0,0.39
flat,Super built-up  Area,Ready To Move,Kothannur,3,1215.0,2,3,4033.0,0.49
house,Plot  Area,Ready To Move,other,1,600.0,1,0,3333.0,0.2
flat,Super built-up  Area,19-Dec,Whitefield,2,1180.0,2,1,6525.0,0.77
flat,Built-up  Area,18-Aug,Electronic City Phase II,2,1160.0,2,1,2931.0,0.34
house,Plot  Area,Ready To Move,other,4,4382.0,4,3,9128.0,4.0
flat,Super built-up  Area,20-Sep,Whitefield,3,2140.0,3,2,6495.0,1.39
flat,Super built-up  Area,Ready To Move,Yeshwanthpur,3,1500.0,3,1,6667.0,1.0
flat,Super built-up  Area,Ready To Move,Banaswadi,2,1008.0,2,2,5159.0,0.52
flat,Super built-up  Area,Ready To Move,Ambedkar Nagar,3,1921.0,4,3,6715.0,1.29
flat,Super built-up  Area,Ready To Move,Electronic City,2,1127.0,2,2,2839.0,0.32
flat,Super built-up  Area,18-May,Rajaji Nagar,3,1621.0,3,1,7650.0,1.24
house,Plot  Area,Ready To Move,other,3,2400.0,3,0,15000.0,3.6
flat,Super built-up  Area,Ready To Move,other,3,1030.0,2,2,7476.0,0.77
flat,Super built-up  Area,18-Aug,Whitefield,2,1314.0,2,1,6393.0,0.84
flat,Super built-up  Area,Ready To Move,Choodasandra,3,1220.0,3,1,4590.0,0.56
house,Plot  Area,18-Mar,Banashankari Stage VI,4,600.0,3,1,16167.0,0.97
flat,Built-up  Area,Ready To Move,JP Nagar,3,1590.0,2,3,5346.0,0.85
flat,Super built-up  Area,Ready To Move,Shivaji Nagar,2,703.0,2,1,7112.0,0.5
flat,Super built-up  Area,18-Aug,Hosakerehalli,3,1795.0,3,2,3621.0,0.65
flat,Built-up  Area,Ready To Move,Gottigere,4,3000.0,3,0,4400.0,1.32
flat,Super built-up  Area,18-Dec,Sarjapur  Road,4,4395.0,4,2,5506.0,2.42
flat,Super built-up  Area,Ready To Move,Electronic City,2,825.0,2,1,4242.0,0.35
flat,Super built-up  Area,18-Dec,Yelahanka,4,4025.0,6,1,8696.0,3.5
flat,Super built-up  Area,22-Jan,other,3,1254.0,2,1,5582.0,0.7
flat,Built-up  Area,Ready To Move,Ramagondanahalli,3,2040.0,3,2,5588.0,1.14
flat,Super built-up  Area,Ready To Move,Malleshwaram,3,2475.0,4,3,13616.0,3.37
flat,Super built-up  Area,Ready To Move,other,3,1669.0,3,2,17855.0,2.98
flat,Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3,1820.0,3,2,4396.0,0.8
flat,Super built-up  Area,19-Dec,Horamavu Agara,3,1623.0,3,1,5484.0,0.89
flat,Super built-up  Area,Ready To Move,Electronic City,2,1200.0,2,2,3333.0,0.4
flat,Super built-up  Area,Ready To Move,Gottigere,3,1613.0,3,3,4464.0,0.72
flat,Super built-up  Area,Ready To Move,other,2,1293.0,2,2,6187.0,0.8
flat,Super built-up  Area,Ready To Move,Hoskote,2,1065.0,2,2,2629.0,0.28
flat,Super built-up  Area,18-Apr,Kudlu Gate,2,940.0,2,1,7447.0,0.7
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1181.0,2,1,5504.0,0.65
flat,Super built-up  Area,Ready To Move,Malleshwaram,3,2215.0,3,2,12415.0,2.75
flat,Super built-up  Area,Ready To Move,other,2,1050.0,2,1,3429.0,0.36
flat,Super built-up  Area,Ready To Move,Subramanyapura,3,1260.0,2,1,5952.0,0.75
